name, time, value
rand-7-50-450-25.99.ssat, -, -
rand-8-10-100-5.16.ssat, 0.00176406, 0.907483
rand-8-10-100-5.17.ssat, 0.0035789, 0.893649
rand-8-10-100-5.18.ssat, 0.00262189, 0.965769
rand-8-10-100-5.19.ssat, 0.00238681, 0.945664
rand-8-10-100-5.20.ssat, 0.00231504, 0.888741
rand-8-10-70-5.1.ssat, 0.00160098, 0.909803
rand-8-10-70-5.2.ssat, 0.00126314, 0.947984
rand-8-10-70-5.3.ssat, 0.00126696, 0.988193
rand-8-10-70-5.4.ssat, 0.00138807, 0.979896
rand-8-10-70-5.5.ssat, 0.00153995, 0.898522
rand-8-10-80-5.10.ssat, 0.00135207, 0.979896
rand-8-10-80-5.6.ssat, 0.00165892, 0.936177
rand-8-10-80-5.7.ssat, 0.00149989, 0.936177
rand-8-10-80-5.8.ssat, 0.00129986, 0.941714
rand-8-10-80-5.9.ssat, 0.00135207, 0.979896
rand-8-10-90-5.11.ssat, 0.00153995, 0.961154
rand-8-10-90-5.12.ssat, 0.00234199, 0.958834
rand-8-10-90-5.13.ssat, 0.00156879, 1
rand-8-10-90-5.14.ssat, 0.0016911, 0.968089
rand-8-10-90-5.15.ssat, 0.00164914, 1
rand-8-20-140-10.21.ssat, 0.140055, 0.933857
rand-8-20-140-10.22.ssat, 0.125338, 0.876786
rand-8-20-140-10.23.ssat, 0.108108, 0.953644
rand-8-20-140-10.24.ssat, 0.149935, 0.932596
rand-8-20-140-10.25.ssat, 0.153585, 0.921455
rand-8-20-160-10.26.ssat, 0.180959, 0.94943
rand-8-20-160-10.27.ssat, 0.197811, 0.918648
rand-8-20-160-10.28.ssat, 0.168644, 0.886714
rand-8-20-160-10.29.ssat, 0.168356, 0.90218
rand-8-20-160-10.30.ssat, 0.177599, 0.952857
rand-8-20-180-10.31.ssat, 0.244954, 0.943298
rand-8-20-180-10.32.ssat, 0.200603, 0.908289
rand-8-20-180-10.33.ssat, 0.214392, 0.872498
rand-8-20-180-10.34.ssat, 0.226255, 0.904861
rand-8-20-180-10.35.ssat, 0.170311, 0.82274
rand-8-20-200-10.36.ssat, 0.250731, 0.869267
rand-8-20-200-10.37.ssat, 0.264677, 0.873891
rand-8-20-200-10.38.ssat, 0.247832, 0.864598
rand-8-20-200-10.39.ssat, 0.258792, 0.855826
rand-8-20-200-10.40.ssat, 0.276532, 0.904499
rand-8-30-210-15.41.ssat, 17.5458, 0.852748
rand-8-30-210-15.42.ssat, 17.126, 0.910395
rand-8-30-210-15.43.ssat, 16.1732, 0.890275
rand-8-30-210-15.44.ssat, 15.9474, 0.925776
rand-8-30-210-15.45.ssat, 14.9875, 0.89008
rand-8-30-240-15.46.ssat, 21.3322, 0.896051
rand-8-30-240-15.47.ssat, 25.6801, 0.887319
rand-8-30-240-15.48.ssat, 28.7513, 0.93101
rand-8-30-240-15.49.ssat, 20.7259, 0.903336
rand-8-30-240-15.50.ssat, 25.0295, 0.798527
rand-8-30-270-15.51.ssat, 32.2876, 0.838132
rand-8-30-270-15.52.ssat, 29.736, 0.818431
rand-8-30-270-15.53.ssat, 32.7374, 0.854266
rand-8-30-270-15.54.ssat, 30.3671, 0.840061
rand-8-30-270-15.55.ssat, 33.5587, 0.823972
rand-8-30-300-15.56.ssat, 46.6048, 0.77797
rand-8-30-300-15.57.ssat, 43.0694, 0.833832
rand-8-30-300-15.58.ssat, 41.0052, 0.791964
rand-8-30-300-15.59.ssat, 33.8612, 0.833471
rand-8-30-300-15.60.ssat, 45.4379, 0.796096
rand-8-40-280-20.61.ssat, -, -
rand-8-40-280-20.62.ssat, -, -
rand-8-40-280-20.63.ssat, -, -
rand-8-40-280-20.64.ssat, -, -
rand-8-40-280-20.65.ssat, -, -
rand-8-40-320-20.66.ssat, -, -
rand-8-40-320-20.67.ssat, -, -
rand-8-40-320-20.68.ssat, -, -
rand-8-40-320-20.69.ssat, -, -
rand-8-40-320-20.70.ssat, -, -
rand-8-40-360-20.71.ssat, -, -
rand-8-40-360-20.72.ssat, -, -
rand-8-40-360-20.73.ssat, -, -
rand-8-40-360-20.74.ssat, -, -
rand-8-40-360-20.75.ssat, -, -
rand-8-40-400-20.76.ssat, -, -
rand-8-40-400-20.77.ssat, -, -
rand-8-40-400-20.78.ssat, -, -
rand-8-40-400-20.79.ssat, -, -
rand-8-40-400-20.80.ssat, -, -
rand-8-50-350-25.81.ssat, -, -
rand-8-50-350-25.82.ssat, -, -
rand-8-50-350-25.83.ssat, -, -
rand-8-50-350-25.84.ssat, -, -
rand-8-50-350-25.85.ssat, -, -
rand-8-50-400-25.86.ssat, -, -
rand-8-50-400-25.87.ssat, -, -
rand-8-50-400-25.88.ssat, -, -
rand-8-50-400-25.89.ssat, -, -
rand-8-50-400-25.90.ssat, -, -
rand-8-50-450-25.91.ssat, -, -
rand-8-50-450-25.92.ssat, -, -
rand-8-50-450-25.93.ssat, -, -
rand-8-50-450-25.94.ssat, -, -
rand-8-50-450-25.95.ssat, -, -
rand-8-50-500-25.100.ssat, -, -
rand-8-50-500-25.96.ssat, -, -
rand-8-50-500-25.97.ssat, -, -
rand-8-50-500-25.98.ssat, -, -
rand-8-50-500-25.99.ssat, -, -
rand-9-10-100-5.11.ssat, 0.00353289, 0.968089
rand-9-10-100-5.12.ssat, 0.0034318, 0.947984
rand-9-10-100-5.13.ssat, 0.00342894, 1
rand-9-10-100-5.14.ssat, 0.00264406, 1
rand-9-10-100-5.15.ssat, 0.00271702, 0.988193
rand-9-10-110-5.16.ssat, 0.00289798, 1
rand-9-10-110-5.17.ssat, 0.00292706, 1
rand-9-10-110-5.18.ssat, 0.0020318, 0.988193
rand-9-10-110-5.19.ssat, 0.00299788, 0.945664
rand-9-10-110-5.20.ssat, 0.00344896, 0.931537
rand-9-10-80-5.1.ssat, 0.00133681, 0.968089
rand-9-10-80-5.2.ssat, 0.00163889, 1
rand-9-10-80-5.3.ssat, 0.00138998, 1
rand-9-10-80-5.4.ssat, 0.00176001, 1
rand-9-10-80-5.5.ssat, 0.00212288, 1
rand-9-10-90-5.10.ssat, 0.00225902, 0.92556
rand-9-10-90-5.6.ssat, 0.00174594, 0.993066
rand-9-10-90-5.7.ssat, 0.00315785, 0.979896
rand-9-10-90-5.8.ssat, 0.00186586, 0.968089
rand-9-10-90-5.9.ssat, 0.00155091, 0.988193
rand-9-20-160-10.21.ssat, 0.153798, 0.990945
rand-9-20-160-10.22.ssat, 0.142468, 0.985123
rand-9-20-160-10.23.ssat, 0.137266, 0.984201
rand-9-20-160-10.24.ssat, 0.171032, 0.977939
rand-9-20-160-10.25.ssat, 0.148038, 0.987334
rand-9-20-180-10.26.ssat, 0.159267, 0.968332
rand-9-20-180-10.27.ssat, 0.169072, 1
rand-9-20-180-10.28.ssat, 0.185639, 0.948783
rand-9-20-180-10.29.ssat, 0.150128, 0.997742
rand-9-20-180-10.30.ssat, 0.150161, 0.965614
rand-9-20-200-10.31.ssat, 0.221012, 0.961941
rand-9-20-200-10.32.ssat, 0.238548, 0.958392
rand-9-20-200-10.33.ssat, 0.237693, 0.964478
rand-9-20-200-10.34.ssat, 0.208713, 0.971916
rand-9-20-200-10.35.ssat, 0.226049, 0.954138
rand-9-20-220-10.36.ssat, 0.27354, 0.887045
rand-9-20-220-10.37.ssat, 0.288445, 0.913686
rand-9-20-220-10.38.ssat, 0.324407, 0.937685
rand-9-20-220-10.39.ssat, 0.281175, 0.951923
rand-9-20-220-10.40.ssat, 0.285236, 0.964352
rand-9-30-240-15.41.ssat, 16.8612, 0.933925
rand-9-30-240-15.42.ssat, 12.0794, 0.982202
rand-9-30-240-15.43.ssat, 14.3286, 0.954828
rand-9-30-240-15.44.ssat, 18.8864, 0.971952
rand-9-30-240-15.45.ssat, 13.3253, 0.962582
rand-9-30-270-15.46.ssat, 24.1079, 0.959547
rand-9-30-270-15.47.ssat, 17.5723, 0.967994
rand-9-30-270-15.48.ssat, 18.6909, 0.941666
rand-9-30-270-15.49.ssat, 21.3345, 0.935132
rand-9-30-270-15.50.ssat, 19.7456, 0.924519
rand-9-30-300-15.51.ssat, 30.4302, 0.970332
rand-9-30-300-15.52.ssat, 27.358, 0.916236
rand-9-30-300-15.53.ssat, 34.1184, 0.912288
rand-9-30-300-15.54.ssat, 21.0306, 0.935364
rand-9-30-300-15.55.ssat, 33.3349, 0.924932
rand-9-30-330-15.56.ssat, 34.3154, 0.933922
rand-9-30-330-15.57.ssat, 46.32, 0.916786
rand-9-30-330-15.58.ssat, 40.803, 0.889246
rand-9-30-330-15.59.ssat, 41.7989, 0.930461
rand-9-30-330-15.60.ssat, 41.3039, 0.879616
rand-9-40-320-20.61.ssat, -, -
rand-9-40-320-20.62.ssat, -, -
rand-9-40-320-20.63.ssat, -, -
rand-9-40-320-20.64.ssat, -, -
rand-9-40-320-20.65.ssat, -, -
rand-9-40-360-20.66.ssat, -, -
rand-9-40-360-20.67.ssat, -, -
rand-9-40-360-20.68.ssat, -, -
rand-9-40-360-20.69.ssat, -, -
rand-9-40-360-20.70.ssat, -, -
rand-9-40-400-20.71.ssat, -, -
rand-9-40-400-20.72.ssat, -, -
rand-9-40-400-20.73.ssat, -, -
rand-9-40-400-20.74.ssat, -, -
rand-9-40-400-20.75.ssat, -, -
rand-9-40-440-20.76.ssat, -, -
rand-9-40-440-20.77.ssat, 
